web-scraper-order,web-scraper-start-url,google_titre,date,url,url-href,titre,description,auteur,info,text
"1732986931-11","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Le Congrès américain vote pour élargir la définition de l'antisémitisme","2024-05-02T07:00:00Z","","https://news.google.com/read/CBMiogFBVV95cUxPNFdvY3M3R25sNzlMOVFTcjBKMzlPbmhtTHdhcUpOVjhTaGViaTQwU2VpZ2VoNmk3Rk1ScEtKSVprQmMtVFk0U2RkV2duYkdNZzIxWWNiTnJMSzRmdEd2aFNRRWtSUzRRM2hDQ01YQy1CTmdzZkwtWWdOalF0b3RuV3NKQ3ZteTI0MXFqNjVMMnJFVzFHSWc5THpTWFg4MmR1R1E?hl=fr&gl=FR&ceid=FR%3Afr","","","Le Temps avec l’AFP","Publié le 02 mai 2024 à 06:04. / Modifié le 02 mai 2024 à 12:40.","[{""text"":""Une partie de la classe politique américaine accuse les manifestants pro-palestiniens dans les universités américaines d'«antisémitisme», évoquant, entre autres, des slogans hostiles à Israël, grand allié des Etats-Unis au Moyen-Orient. En réaction, la Chambre américaine des représentants a voté mercredi pour élargir la définition de l'antisémitisme utilisée par le ministère de l'Education.""},{""text"":""La proposition de loi, adoptée dans l'après-midi par des élus des deux bords, reprend la définition de l'antisémitisme proposée par l'Alliance internationale pour la mémoire de l'Holocauste (IHRA).""},{""text"":""Selon celle-ci, «l'antisémitisme est une certaine perception des juifs qui peut se manifester par une haine à leur égard. Les manifestations rhétoriques et physiques de l'antisémitisme visent des individus juifs ou non et/ou leurs biens, des institutions communautaires et des lieux de culte».""},{""text"":""Les détracteurs de la proposition de loi estiment toutefois que cette définition empêche certaines critiques de l'Etat d'Israël, ce dont l'IHRA se défend. Ils accusent les parlementaires de pousser pour son adoption dans le but de brider la liberté d'expression sur les campus américains.""},{""text"":""«Les propos critiques à l'égard d'Israël ne constituent pas à eux seuls une discrimination illégale», a alerté l'élu démocrate Jerry Nadler, en s'opposant au texte.""},{""text"":""Pour entrer en vigueur, cette mesure doit encore être adoptée au Sénat, où son avenir est encore incertain, puis promulguée par le président Biden.""}]"
"1732986934-12","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - La génération Maïdan, des pavés aux tranchées","2024-02-20T08:00:00Z","","https://news.google.com/read/CBMifkFVX3lxTFBEdWZsYTFCV0s1WWlSUTc0bFlHdkh2T1hmd2F4YUpISzJFb1hKYzhsMHJlR0o4bFBfMzl1aC13a25sZDI4aS1Vd0VjV3R2QjEzMTJYSExDVTFYZXFreGMyVlZFMzQzMlVidEd6VVdCeXZMZFljTGluRFhFNGZDQQ?hl=fr&gl=FR&ceid=FR%3Afr","","","Camille Pagella","Publié le 20 février 2024 à 20:45. / Modifié le 07 mars 2024 à 15:22.","[{""text"":""Ils se souviennent de l’odeur du feu et de celle de pneus qu’on brûle. «Mais à Maïdan, j’ai aussi découvert celle du froid.» La poétesse Olena Herasymiuk, 32 ans, a passé des heures à se réchauffer devant les petits feux de fortune installés sur la place de l’Indépendance, Maïdan, au centre de Kiev entre novembre 2013 et février 2014. 93 jours, 121 morts, près de 1900 blessés et entre 250 000 et 500 000 participants au plus fort des manifestations: Maïdan était devenu un petit territoire d’espoir couvé par une génération qui regardait vers l’ouest. Et qui poussa à la fuite un président tourné vers l’est: l’autoritaire et pro-russe Viktor Ianoukovitch, au pouvoir depuis 2010.""},{""text"":""A mesure que les souvenirs d’Olena reviennent, ses yeux s’embuent. Il y a dix ans, elle étudiait à quelques centaines de mètres de Maïdan. Le froid lui fait encore mal aux mains et aux épaules. «A force de me frotter pour me réchauffer», glisse-t-elle. En Ukraine, les «enfants de l’indépendance» comme on appelait les bébés nés autour de l’année 1991, ont grandi d’un coup. En 2014, ils ont chanté le Chtche ne vmerla Ukraïny (l’hymne ukrainien), battu le pavé, monté des barricades, porté des cercueils à bout de bras. «C’était comme si on me disait: ma fille, bienvenue dans ta vie d’adulte. Alors que le reste de l’Europe célébrait les fêtes de fin d’année, moi j’apprenais que le Père Noël n’existait pas.»""}]"
"1732986938-13","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Des géologues révèlent l’origine de la pierre centrale de Stonehenge","2024-08-14T07:00:00Z","","https://news.google.com/read/CBMiogFBVV95cUxQcTJuRHdLYkxfTGxFY1VfOGowdTRJR2E2X1VyS2xyUnZQVUdGakpHMXFYN0ZOSHNHQUZhdmNOREpEYWJ5emhqT1RzQTRtb2w1TXM3LWMtOFNkTmsxNWxFenU4S21vcnk4LTNFLXpoOWp4dVFVeHZxSkZCQlpfUDJhODREbG1mVl90ZVZUOEpHendDS0tIOHNIelBMY3VRVEtqY3c?hl=fr&gl=FR&ceid=FR%3Afr","","","Aurélie Coulon","Publié le 14 août 2024 à 17:01. / Modifié le 16 août 2024 à 04:58.","[{""text"":""L’ensemble mégalithique de Stonehenge, dans le comté de Wiltshire au sud de l’Angleterre, fait partie des sites les plus mythiques de la période néolithique européenne. Son occupation a duré plus d’un millénaire et sa construction a connu plusieurs phases, en cercles concentriques de l’extérieur vers l’intérieur. Elle a débuté il y a 5000 ans et s’est poursuivie sur les siècles suivants, avec des modifications successives.""},{""text"":""Alors que de nombreux archéologues s’intéressent à la signification de cet arrangement et son utilisation par les humains de l’époque, des géologues tentent, eux, depuis plusieurs années de déterminer l’origine des blocs rocheux. En particulier, la provenance de la pierre d’autel ou Altar Stone en anglais, ajoutée probablement à la structure vers 2500 avant J.-C., demeurait un mystère. Cette pierre vert pâle, couchée sur le sol au centre de l’édifice, comme l’autel dans une église, mesure près de cinq mètres de long et pèse près de six tonnes. Le voile sur son origine vient d’être levé par une équipe de scientifiques britanniques et australiens qui a publié sa découverte mercredi, dans la revue Nature. Ce bloc central est fait d’une roche sédimentaire que l’on ne trouve que dans le nord-est de l’Ecosse, à au moins 750 kilomètres de distance de Stonehenge.""}]"
"1732986941-14","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - L’agression russe en Ukraine, des dégâts sur l’écosystème de toute la région","2024-04-26T07:00:00Z","","https://news.google.com/read/CBMiqwFBVV95cUxNQXZXT3NiV28yYW5yX0NpaGdQSFgyc1pQYzZoXzlRbXNTajZyWHl1MkIyVHVBMUgwb1VpTFExbkp0dURnOXRyVXhmQ1ZHTUxkQlM5bzJiQ0FpMFM5SU1CMU5mT0tOUXU4Z2NGMjgwYjRBaUxnTHpSakI5Z0RocTJWS3d2eUgyMk9idTFBSnE1QlBYWTQ1TkJHLXJqVHR4STZhOG9yczNsNVlocU0?hl=fr&gl=FR&ceid=FR%3Afr","","","","Publié le 26 avril 2024 à 09:34. / Modifié le 27 avril 2024 à 08:33.","[{""text"":""Il y a 38 ans, le 26 avril 1986, l’Europe s’est réveillée sous le nuage radioactif provoqué par l’explosion de la centrale nucléaire de Tchernobyl, dont les conséquences sont visibles en Ukraine jusqu’à nos jours. Depuis deux ans, notre pays souffre de la guerre avec la Russie, l’impact destructeur des actions militaires sur l’écosystème de l’Ukraine est catastrophique, et il sera identiquement ressenti pendant des générations par la population de toute l’Europe.""},{""text"":""La conséquence la plus dangereuse de la guerre est la contamination par les mines. En deux ans, l’Ukraine est devenue le pays le plus contaminé du monde par des munitions de guerre. Environ 30% de son territoire doit être déminé. Les explosions de munitions sont tout aussi destructrices pour l’écosystème, car elles entraînent une pollution à long terme du sol, des eaux de surface et des aquifères par des substances toxiques telles que le TNT, l’hexogène, le carburant pour fusées et les produits chimiques provenant de missiles et de fusées obsolètes. Depuis 2022, la situation environnementale de la mer Noire s’est aussi considérablement détériorée, comme en témoigne l’extinction massive des dauphins.""}]"
"1732986945-15","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Les supporters racistes continuent-ils de venir au stade?","2024-01-22T08:00:00Z","","https://news.google.com/read/CBMioAFBVV95cUxNZVkxVlFUTFJrTFNvZXpCWDZSNG1Pc1FVWlF4SXhOcnkwejIzeEJvMGJOMVNLa19GbkZ2OThzTWR5R3pMdUlGTzljOTQ1b2paU1N2cWZpZGhNZ3F0RzdITGQ4TzliTjFLalB2ckNsNFpta2ZGeTh2RUdneWxYbTVwc1FFeVZHM3dkSVAxSGZ3VmF2ZVFJTE16RHlpcGlVM3Rp?hl=fr&gl=FR&ceid=FR%3Afr","","","Contribution collective","Publié le 22 janvier 2024 à 15:48. / Modifié le 22 janvier 2024 à 20:18.","[{""text"":""En juin 2020, le club de football de Bundesliga FSV Mainz 05 (Mayence) a reçu une lettre d’un supporter révoquant son adhésion au club et expliquant son mécontentement à travers les lignes suivantes: «Je n’ai pas pu m’identifier à ce club depuis des mois! J’ai l’impression d’assister à la Coupe d’Afrique et non à la Bundesliga allemande. Je sais ce qui va suivre, mais non, je ne suis en aucun cas raciste – je ne tolérerai pas cela. Mais trop, c’est trop […]. Si l’équipe de départ du club est composée de neuf (!!!) joueurs à la peau foncée pendant des semaines et que les jeunes talents allemands n’ont presque aucune chance, alors ce n’est plus le club qui m’est si cher depuis des années […].»""},{""text"":""Une semaine plus tard, le club a répondu publiquement au supporter, affirmant qu’il ne pouvait exprimer de regrets quant à la perte d’un membre exprimant des opinions discriminatoires. Le FSV Mainz 05 a rejeté l’idée que la diversité constituait un problème, mettant en avant sa valorisation des individus partageant ses valeurs d’inclusion et de respect.""}]"
"1732986948-16","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - L'histoire méconnue et édifiante de Georges-Henri Pointet, militant antifasciste suisse mort pour la France (1908-1944)","2024-09-13T07:00:00Z","","https://news.google.com/read/CBMi4gFBVV95cUxOOEo1LWhuZTVwbVhSNDd4czhwSWtHQWxYdGJiYi1RaHViREFuc2lRR1NqVUpZQkhDc1RjeUxmUEJQOWVxOHBWTW40X2o2dmpvWHA3UER1eHNabmdOYUZMckJjV2VFSWJMLXVUWTNWbXNUSUlJbnptNklYcEUwOGo4LTd3RWNJRHIzX0NwSS1NYU5YTE1DbGJtWEVta0YyaG5JdGZQLWVRQUczWFlJZTYtd0lMUmxYQ1JrTDBaQXpCbmZXVHdaV3NRX0JVX2lKRWt5Z0h4SHpUd2ttUXRDemZGaEVR?hl=fr&gl=FR&ceid=FR%3Afr","","","Marc Perrenoud","Publié le 13 septembre 2024 à 19:28.","[{""text"":""Dans la Feuille d’Avis de Neuchâtel du 22 décembre 1944, la famille Pointet annonce le décès de Georges Henri «qui est mort comme il a vécu, en combattant pour la liberté». En effet, engagé volontaire dès 1942 en Egypte dans l’armée française, «après avoir pris part aux campagnes d’El-Alamein, de Tripolitaine, de Tunisie et d’Italie, ainsi qu’au débarquement en France, il a été tué devant Toulon, le 23 août 1944 et enterré au cimetière d’Hyères (Var)».""},{""text"":""Georges-Henri Pointet était né en 1908 à Neuchâtel où son père était directeur des Postes. Son parcours remarquable doit être rappelé.""}]"
"1732986952-17","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Anne Hiltpold: «Le militantisme n’a pas sa place à l’école genevoise»","2024-05-02T07:00:00Z","","https://news.google.com/read/CBMipgFBVV95cUxNQ2lCMVRqTVlvMFJWM2QyVUhCTHpyRnlDSzVnd3BocVRZUEtUZ19BUjdQdlRtU1VZaTZPa01uM2ZMcWpFRXRGZk55T2prMWZkbzA1bVJyeVp3RVFsUXMzTXVQNkRkcW1zNXI4MXVkMnVuNTBOYkpKdEZDMURGMkxGYnhXYnJNc2xQNFd1a0dOQ3Jud0hoWlJKVkNMQjl3Mk1aeS1udHpB?hl=fr&gl=FR&ceid=FR%3Afr","","","","Publié le 02 mai 2024 à 13:43. / Modifié le 03 mai 2024 à 16:31.","[{""text"":""Entrée en fonction en juin 2023, la PLR Anne Hiltpold a ouvert plusieurs chantiers titanesques pour réformer l’école genevoise. Horaire continu au primaire, intégration des élèves à besoins particuliers ou encore réforme du cycle d’orientation (CO). La cheffe du Département de l’instruction publique (DIP) a également dû faire face à la fronde des enseignants du secondaire, vent debout contre les deux heures d’enseignement supplémentaires que le Conseil d’Etat veut introduire. Juste avant de filer à une réunion de la Conférence suisse des directeurs cantonaux de l’instruction publique à Saint-Gall, organe qu’elle a intégré «à force de persuasion», Anne Hiltpold répond aux questions du Temps sur sa vision de l’école.""}]"
"1732986955-18","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Près de 3000 bipeurs utilisés par le Hezbollah explosent au Liban: «On n’avait jamais vu ça»","2024-09-17T07:00:00Z","","https://news.google.com/read/CBMiugFBVV95cUxObEZSWHAzcHIzWTVnLU9tMmdhOEduOTVNd09heS1jS0FrLWp4YUxaa2gwb2c0YTQxUnVkaVU3ajVRbVpaVFdLZlAybW5KZFB1eC10OGdDaXl6Ry1jWjA1alJYTk1reTNlZkpkenEzQ2RHeDl0UFJPR3Fsa0JzcWp4ZHZ3S2E2NnVpUk5LcUhZb05iWnhZWTNrcDB5Q3hKckxkZGVLZlpSZ3l3Z3dRbFo4aVFZX3RHZjBrbVE?hl=fr&gl=FR&ceid=FR%3Afr","","","Sophie Woeldgen","Publié le 17 septembre 2024 à 20:55. / Modifié le 11 octobre 2024 à 19:39.","[{""text"":""Mardi, 15h30 à Nabatieh (Sud-Liban), un fief du Hezbollah. Alors qu’elle vaque chez elle à ses occupations, Hala entend des détonations. Elle pense d’abord à une fusillade. «Il y a d’abord eu un boum. Puis un deuxième. Puis un troisième.» Des cris de femmes résonnent. Dans la boutique en bas de chez elle, c’est l’incompréhension. Un homme est couché, son sac à dos carbonisé. Il ne comprend pas ce qui lui arrive. «Ma batterie externe a peut-être explosé», bredouille-t-il.""},{""text"":""En fait de batterie externe, c’est son bipeur qui a volé en éclats, au même moment que celui de près de 2800 autres Libanais, de l’ambassadeur d’Iran à Beyrouth et d’un nombre encore indéterminé de Syriens dans une surprenante attaque qui a tué au moins neuf personnes. Une fillette de 10 ans est morte dans l’est du Liban après l’explosion du bipeur de son père, et les fils de deux députés du Hezbollah y ont laissé la vie.""}]"
"1732986959-19","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Hyperlien","2023-06-09T22:00:47Z","","https://news.google.com/read/CBMiTkFVX3lxTE9CcndQTGh2ZFdHSjFSdHRRc3VTcXdhSGpXMVZDZEZvNEN5aGdWSFdCT0dsLTdqbjk1d0VLaHM1QUZfRkoyZG5DT056LUYzdw?hl=fr&gl=FR&ceid=FR%3Afr","Hyperlien","","Le Temps","","[]"
"1732986962-20","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Une étude israélienne prétend que les Gazaouis ont assez à manger","2024-05-29T07:00:00Z","","https://news.google.com/read/CBMiqgFBVV95cUxPNjFKUVNEb3QydXpTdkxRV3JmMG1KbE1RU3FPOF8wYTFVMkZ0emJIekdNSXVuZ0hORmhfZTZUYlR4VnEwV3psdTBJVWNMSmlTeW1GX1lNS2g2aTlVWFoydmhCNGVjYnBjS1F5RGl3d19zemxSZk0zeVNjNzVXUTZzcGExWndrd05sRE1zQnQtZUlMRkpQVWUzbFNWdTF0MURxMEx5b2NwQ2J4UQ?hl=fr&gl=FR&ceid=FR%3Afr","","","Luis Lema","Publié le 29 mai 2024 à 05:32. / Modifié le 30 mai 2024 à 08:44.","[{""text"":""Les Palestiniens de Gaza ont-ils assez à manger? Une étude qui se présente comme scientifique, menée par une équipe de chercheurs de l'Université hébraïque de Jérusalem, affirme que la quantité et la qualité de nourriture qui entre dans l’enclave palestinienne sont, en termes de calories et de protéines, largement «suffisantes» pour subvenir aux besoins de la population. Cette étude, qui se base exclusivement sur les statistiques de l’armée israélienne, contredit toutes les données des organismes humanitaires. Dans la presse israélienne qui la cite abondamment, elle est mise en avant pour contrer les charges de la justice internationale qui soupçonne Israël d’affamer les Palestiniens.""},{""text"":""Aron Troen est un homme occupé. Directeur du laboratoire de nutrition et santé cérébrale dans un institut de biochimie qui dépend de la prestigieuse université de Jérusalem, ainsi que du Ministère de la santé israélien, le professeur multiplie les rencontres et les interviews. En jeu? Une étude qu’il vient de diriger et qui démontrerait, tableaux et nombreux chiffres à l’appui, que les entrées de nourriture dépassent largement les 2100 kcal nécessaires par jour pour un habitant «en bonne santé». L’équipe, formée de sept chercheurs qualifiés de «prestigieux» dans la presse israélienne,dit avoir analysé les données de 14 916 camions entrés à Gaza entre janvier et avril de cette année, selon les données du COGAT, un organisme israélien qui dépend du Ministère de la défense. Pour les chercheurs, chacun des plus de deux millions de Gazaouis disposerait ainsi de 3163 kcal.""}]"
"1732986966-21","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - A Gaza, «où que nous allions, nous ne voyons plus que la mort»","2024-06-06T07:00:00Z","","https://news.google.com/read/CBMioAFBVV95cUxPSFo3ZDh3SEFndDdEMGdyMHhjQl81YU1vYnNIdGljcnV0bGRmaVN0ZGlhYkdJYVRFYUZvWG5SVS1VRTlFbjFXNGdfUWI1N0ZlOWU0OGFlZnVwbW1wNlIxaUdqQVBTZ0VNek00T1V5MkQwM2Z4S1Y1Vy1EM1BWQk5WaG5ERDZpbHZ0OTZWVUh0OHlibS12MGFzRzE4ZzVFOWg2?hl=fr&gl=FR&ceid=FR%3Afr","","","Alice Froussard","Publié le 07 juin 2024 à 07:18. / Modifié le 10 juin 2024 à 06:45.","[{""text"":""Umm Mohammad a l’impression de répéter inlassablement la même phrase depuis huit mois: «Nous ne savons plus où aller.» Elle et sa famille avaient déjà quitté le camp de réfugiés d’Al-Bureij, au centre de la bande de Gaza, il y a quelques jours: la mort y était trop présente, les tirs et les bombardements étaient devenus insupportables, les destructions de plus en plus massives. Tous avaient ainsi trouvé refuge dans une première école puis dans un second établissement scolaire à Nuseirat après quelques heures de marche.""},{""text"":""«Quand nous étions chez nous, les Israéliens bombardaient à côté, les avions passaient sans cesse au-dessus de nos têtes. Ils ont fini par frapper juste à côté de la première école, puis sur la seconde.» Dans la nuit de mercredi à jeudi, vers 2h du matin, c’est l’école gérée par l’UNRWA où se trouvait Umm Mohammad qui a été visée: au moins 40 personnes – dont 9 femmes et 14 enfants – ont été tuées et 74 autres blessées, selon le dernier bilan fourni par le Ministère de la santé de Gaza.""}]"
"1732986969-22","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - En raison d'un appel à manifester, Ignazio Cassis doit annuler sa venue à l'Université de Fribourg","2024-11-19T08:00:00Z","","https://news.google.com/read/CBMixgFBVV95cUxNZVpSSTJmTl9CTVdocmZtWE1PVnd3UTE1QjhEcGU4NjFFRGp1MTRObERyYXM1Nmh5aHdteTd2WDZEWDdOcXhCd2NsZ3B4X3M1a3VPLUx0NnhWWUJldVhWOWRuSWZKakFSYmxiVXYtUFI4TVUtelBUMU5WQ2toVlVnMkFrT283a05SdU9oSnhmZW1PZDFZSXVUaEhBdWl1UXJSRFp5ZzhWYnVtVTdsTGdCSlRvVkoxeDhPNDZBZjVsWDZGMUViZEE?hl=fr&gl=FR&ceid=FR%3Afr","","","Philippe Boeglin","Publié le 19 novembre 2024 à 17:50. / Modifié le 20 novembre 2024 à 11:48.","[{""text"":""Pour Ignazio Cassis, c’est un rendez-vous comme tant d’autres. Ce mardi, le ministre des Affaires étrangères a rencontré son homologue de Slovaquie, Juraj Blanar. Au menu de leurs échanges, «les relations bilatérales, la politique européenne de la Suisse ainsi que la situation géopolitique, notamment la guerre en Ukraine». Et puis, «s’agissant du conflit au Proche-Orient, tant la Suisse que la Slovaquie ont souligné que le dialogue, le respect du droit international et la désescalade sont indispensables pour mettre fin aux hostilités».""},{""text"":""Le communiqué officiel ne croyait pas si bien dire. La guerre sanglante entre Israël et les mouvements islamistes Hamas et Hezbollah, dans la bande de Gaza et au Liban, continue de créer émotions, indignations et protestations. Et Ignazio Cassis comme son hôte slovaque l’ont constaté à leurs dépens - sans conséquences graves. En effet, la discussion publique qu’ils devaient avoir à l’Université de Fribourg a été purement et simplement annulée sur injonction des autorités fédérales, nous apprennent La Libertéet Nau.""}]"
"1732986973-23","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - A Columbia, au cœur de la bataille idéologique autour d’Israël","2024-04-26T07:00:00Z","","https://news.google.com/read/CBMiowFBVV95cUxQV0FmTE5saFlNeFNteEVRTmpoRkpiTFlDVFdjMjhVNlBUZlc4MFhsb1BpT3VubUVoRmVyOC01T3pOVEdOSU1PNEo2N3VLLWdMcF8weW9aMFdWajRIMjczZ0dma2poalVjMjhQNUVES0l2Mjhta0tpV3lTX2NWSzBPaHhJR3NsYkp0U2hNOFF5S3dGSExDUUhCMlNnZjdlaXAxTExv?hl=fr&gl=FR&ceid=FR%3Afr","","","Simon Petite","Publié le 26 avril 2024 à 21:09. / Modifié le 29 avril 2024 à 08:32.","[{""text"":""On rentre dans le campus de l’université de Columbia, dans l’Upper West Side de Manhattan à New York, presque comme on franchirait le portique d’un aéroport. Un agent de sécurité s’égosille pour que les étudiants sortent à l’avance leur carte d’identification universitaire. Kippa sur la tête, un jeune parlemente avec un employé de l’université. Cet étudiant rabbinique se forme dans un séminaire théologique situé juste à côté. Il a parfois des cours à Columbia mais n’a pas le précieux sésame. Il vient apporter à manger à d’autres étudiants juifs qui campent depuis une semaine contre la guerre à Gaza.""},{""text"":""Cette minorité est volontairement mise en avant par les protestataires pour se défendre du flot d’accusations d’antisémitisme. Les critiques contre ce haut lieu du libéralisme américain, où enseigne Hillary Clinton et où Barack Obama avait obtenu son diplôme, viennent des républicains trop heureux d’en découdre dans la bataille culturelle qui déchire l’Amérique mais aussi de la Maison Blanche, sur la défensive après six mois de carnage à Gaza mené avec les armes américaines.""}]"
"1732986976-24","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - «Tout le monde déteste Netanyahou!» A Sciences Po Paris, bloquée par des étudiants pro-palestiniens","2024-04-26T07:00:00Z","","https://news.google.com/read/CBMiyAFBVV95cUxNZkRKWTV3YXF3LV9wZzlpTm51SzJSR09PNjBLeXdXVk5QWVdjT3dQRnB4dlI4bjJCMlBGc0drMjlUN0czWGFOSVRWX2VCb3oycWVwLThSUDkwaExsUjlWamlraWEteGZYVGtSejBIVFFSX0w1U0xMVkF3V012X295VnhxbkRSdDR1RlNWb2FlU1JoamlWeGlVYWptX1Z5T3JmOG95SWZqcmE5MFpvV2R4RWFvd3NDWjNYc0R3RWRDb1FQSGtvd3ROSw?hl=fr&gl=FR&ceid=FR%3Afr","","","Paul Ackermann","Publié le 26 avril 2024 à 19:53. / Modifié le 29 avril 2024 à 18:50.","[{""text"":""«Tout le monde déteste Netanyahou!» «Netanyahou casse-toi! La Palestine n’est pas à toi!» Ce vendredi, au pied des barricades de poubelles et de Vélib', entre les lectures de témoignages palestiniens et les minutes de silence, les chants se succédaient devant le bâtiment historique de Sciences Po, rue Saint-Guillaume, dans les beaux quartiers du VIIe arrondissement de Paris. Sur les mêmes airs que dans toutes les habituelles manifestations syndicales françaises, ces slogans et ces actions faisaient aussi écho aux mobilisations spectaculaires dans plusieurs grandes universités américaines, dont certaines sont partenaires de la grande école française. A Paris ce vendredi, les forces de l’ordre ont dû intervenir pour empêcher des échauffourées avec des militants pro-israéliens. En conséquence, le préfet a demandé l'évacuation des lieux par la police.""}]"
"1732986980-25","https://news.google.com/search?q=occupation%20universitaire%20site%3Aletemps.ch%20when%3A1y&hl=fr&gl=FR&ceid=FR%3Afr","Plus - Sur le campus de l’EPFL, des témoignages d’espoir portés par le Cercle des parents israéliens et palestiniens","2024-10-11T07:00:00Z","","https://news.google.com/read/CBMi2wFBVV95cUxPOXdfTjUxSkxFOVRYR2VHVUV0UWZUdU5FeFZkYVdlb2EyN3lJV2tuNkJSdUtmVzdYaTc3WUpSUlFNYl90VjJlVEJReWh5ZUdTdnRVckRhYndpZ2l1VHhMMVBuR0kyV3hnb09ONU1iYUpyc0t4U0MyZktDaE1SUFNXUE5HQW00OXhvRzExb2hmZDRGbzNjUW1VbThBU0JEQ2hwNWw1bEVaSi1VY0JhdktyeTRibWpBTm9OMUk5WXE2M1ViY2JfM3pabVp2TUc1UE9QdzBBT24ySjV4bkU?hl=fr&gl=FR&ceid=FR%3Afr","","","Aïna Skjellaug","Publié le 11 octobre 2024 à 05:50. / Modifié le 12 octobre 2024 à 13:39.","[{""text"":""Très vite après le 7 octobre 2023, les campus universitaires sont devenus, en Suisse comme ailleurs, les lieux d’indignation sur la situation à Gaza, sans que leurs rectorats ne sachent comment éviter le sentiment d’exclusion d’une partie des étudiants. Un an après, sur impulsion de l’aumônerie de l’Unil et de l’EPFL, le campus lausannois accueille le 16 octobre le Cercle des parents israéliens et palestiniens dans son grand auditoire Forum Rolex. Une organisation moyen-orientale désormais connue dans le monde entier qui, depuis bientôt trente ans, tente de dépasser les anathèmes habituels.""},{""text"":""«Le prix à payer pour rejoindre notre association est conséquent. Vous devez avoir perdu un enfant dans le conflit israélo-palestinien», déclare Rami Elhanan, contacté par visioconférence, depuis son salon à Jérusalem. Ce septuagénaire porte le deuil de sa fille, tuée en 1997 par un attentat suicide lorsqu’elle avait 14 ans. Quand, quelques années plus tard, son ami palestinien Bassam Aramin perd à son tour sa fille de 10 ans, abattue par des tirs israéliens alors qu’elle achetait des bonbons, Rami se rend à l’hôpital pour le soutenir: «C’était terrible, je savais exactement ce qu’il traversait». Depuis, ils prônent ensemble la réconciliation entre leurs deux peuples.""}]"
