web-scraper-order,web-scraper-start-url,titre,description,lien,lien-href,auteur,Lieu,infos,texte
"1732480715-77","https://www.letemps.ch/profil/laure-lugon-zugravu?page=10","Thierry Apothéloz, le ministre qui attend de voir","Le conseiller d’Etat socialiste s’est attaqué à de nombreux dossiers, pour peu de résultats concrets. Sa méthode, qui consiste à beaucoup consulter, et son absence pendant la pandémie interrogent. Bilan critique","Thierry Apothéloz, le ministre qui attend de voir","https://www.letemps.ch/suisse/geneve/thierry-apotheloz-ministre-attend-voir","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 03 juillet 2022 à 19:44. / Modifié le 10 juin 2023 à 19:13.","[{""texte"":""Posez la question à Genève: qui est l’élu le plus sympa du monde, touchant parfois, qui ne fâche personne, qui consulte et reconsulte sans parvenir à un résultat tangible? Même ses soutiens reconnaîtront Thierry Apothéloz, ministre de la Cohésion sociale. Une méthode qui n’est pas pire qu’une autre pour être réélu, puisque les ministres qui font sont aussi ceux qui agacent. Le socialiste a d’ailleurs été plébiscité par le congrès comme candidat à sa succession pour l’élection au Conseil d’Etat de l’an prochain. Aux côtés de Carole-Anne Kast, femme de poigne très tranchée, le contraste n’en est que plus saisissant.""},{""texte"":""En quatre ans au gouvernement, il a ouvert beaucoup de chantiers pour peu de réalisations. Ni sa réforme de l’aide sociale, ni son projet de loi pour la promotion de la culture et la création artistique ne sont sous toit.""}]"
"1732480718-78","https://www.letemps.ch/profil/laure-lugon-zugravu?page=10","Helvetia incognita: L’huître de Chancy ou le festin de Montaninus","ÉPISODE 3. A Genève, des fouilles gallo-romaines ont permis de mettre à jour les restes d’une villa et d’un fort, construit sur les décombres de la première, trois siècles plus tard. Ou comment un coquillage permet de reconstruire l’histoire","Helvetia incognita: L’huître de Chancy ou le festin de Montaninus","https://www.letemps.ch/suisse/helvetia-incognita-lhuitre-chancy-festin-montaninus","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 10 août 2022 à 14:33. / Modifié le 12 août 2022 à 15:12.","[{""texte"":""Ce matin de l’an 14 après J.-C., un esclave fait irruption dans les bains de la villa et lance à son maître, en latin: «Domine, Uber Edit [ancêtre de Uber Eats, ndlr] vient de livrer!» En effet, les huîtres du lac Lucrin, en Campanie, sont arrivées dans des fûts d’eau de mer, accompagnées de vin de Falerne, juste à temps pour préparer les Bacchanales. Les coursiers ont acheminé les coquillages jusqu’au domaine de Montaninus, un notable de l’Empire envoyé au point le plus septentrional de la province de la Viennoise, en Gaule, un des seuls endroits où il est possible de traverser le Rhône à gué. Voilà bien des deniers dont Montaninus est heureux de s’acquitter. La fête sera belle.""},{""texte"":""Avril 2022, Montagny-Chancy, à Genève. Le Service archéologique du canton a décidé d’intervenir sur ce site connu depuis 1874. Anne de Weck gratouille la terre du chantier. Elle donne un délicat coup de pelle dans la couche grisâtre, tous les sondages s’étant jusqu’ici révélés négatifs. «Soudain, j’ai repéré des objets de la vie quotidienne. Des éclats d’amphores, de cruches, de vases sigillés à l’engobe rouge, caractéristique de cette vaisselle fabriquée à Arezzo puis en Gaule. Et là, j’ai trouvé la coquille parfaitement préservée d’une huître. Elle a été consommée par un Romain, et c’était plus émouvant qu’un tesson.»""}]"
"1732480721-79","https://www.letemps.ch/profil/laure-lugon-zugravu?page=10","Nathalie Fontanet: «Notre but n’est pas de licencier davantage de fonctionnaires»","La réforme de la loi sur le personnel de l’Etat ambitionne de simplifier la fin des rapports de service, en évitant les procédures judiciaires longues et coûteuses pour les collaborateurs comme pour le contribuable","Nathalie Fontanet: «Notre but n’est pas de licencier davantage de fonctionnaires»","https://www.letemps.ch/suisse/geneve/nathalie-fontanet-but-nest-licencier-davantage-fonctionnaires","[]","","Publié le 17 août 2022 à 15:19. / Modifié le 10 juin 2023 à 19:06.","[{""texte"":""La conseillère d’Etat genevoise Nathalie Fontanet avait promis de refondre la loi générale relative au personnel de l’administration cantonale, du pouvoir judiciaire et des établissements publics médicaux (LPAC), c’est chose faite. Mercredi, le gouvernement a avalisé le projet de loi de la ministre PLR chargée des ressources humaines et des finances, qu’examinera désormais le Grand Conseil. Elle ne touche pas au statut de fonctionnaire, mais espère apporter simplification et souplesse, pour en finir avec les procédures complexes menant à la fin des rapports de service. L’option choisie vise à résilier les contrats d’un commun accord plutôt que de se quereller devant les tribunaux.""},{""texte"":""Le Temps: Sur les quelque 18 000 fonctionnaires du petit Etat, il y a eu 162 licenciements depuis le début de la législature. Si le cadre légal avait été aussi souple que vous le proposez, y en aurait-il eu davantage?""}]"
"1732480724-80","https://www.letemps.ch/profil/laure-lugon-zugravu?page=10","Les liens équivoques entre Helsana et les antiavortements","L’assureur maladie concède des rabais à l’association antiavortement Pro Life. Motivée par des raisons commerciales qui pourraient se retourner contre elle, la décision d’Helsana suscite de nombreuses réactions","Les liens équivoques entre Helsana et les antiavortements","https://www.letemps.ch/suisse/liens-equivoques-entre-helsana-antiavortements","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 22 août 2022 à 18:13. / Modifié le 23 août 2022 à 09:38.","[{""texte"":""A l’heure où les militants antiavortement en Suisse se sentent encouragés par les Etats-Unis, où la Cour suprême a révoqué le droit fédéral à l’avortement, une vieille pratique refait surface grâce à une enquête de Swissinfo. Certains assureurs maladie, dont Helsana, ont conclu des partenariats collectifs, ou «contrats-cadres», connus au demeurant, avec l’association suisse antiavortement Pro Life. Ce type de contrats offre des réductions de primes sur les assurances complémentaires pour ses membres.""},{""texte"":""Il n’en fallait pas davantage pour que le débat s’enflamme. Car les membres de Pro Life s’engagent à renoncer à l’avortement en signant une charte. Un engagement moral sans aucune valeur juridique. Il n’empêche que c’est justement le lien entre Helsana et cette règle morale qui interpelle. D’abord incrédule, le conseiller d’Etat genevois Thierry Apothéloz a ainsi interpellé l’assureur, dimanche sur Twitter. Contacté par Le Temps, il enfonce le clou: «Je suis révolté, car si je comprends le caractère collectif de tels contrats, je réprouve le fait qu’une compagnie puisse offrir des rabais à une association qui porte une pensée réactionnaire alors que le peuple s’est prononcé de manière très claire sur la question, et que la situation aux Etats-Unis relance de manière nauséabonde un débat qu’on croyait clos. Helsana devrait résilier de suite ce contrat. Dans le cas contraire, j’encourage ses assurés à changer de caisse.»""}]"
"1732480727-81","https://www.letemps.ch/profil/laure-lugon-zugravu?page=10","A Genève, la facture du gaz donne déjà des sueurs froides","A Genève, le prix du gaz a déjà augmenté de 34% depuis le mois de mai. La hausse touche pour l’heure les propriétaires, mais les locataires seront tôt ou tard concernés","A Genève, la facture du gaz donne déjà des sueurs froides","https://www.letemps.ch/suisse/geneve/geneve-facture-gaz-donne-deja-sueurs-froides","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 25 août 2022 à 18:40. / Modifié le 10 juin 2023 à 19:04.","[{""texte"":""Pour la plupart des Suisses, la hausse des prix du gaz et de l’électricité n’est encore qu’une menace, soit-elle imminente. Pourtant, elle a déjà commencé à toucher le porte-monnaie de certains. A Genève, les Services industriels genevois (SIG) ont augmenté le prix du gaz de 34% depuis le mois de mai. Cette hausse touche d’abord les propriétaires qui s’alimentent au gaz et leurs locataires. Grosso modo, la moitié des logements à Genève sont alimentés au gaz.""},{""texte"":""Cette hausse les incitera certainement à suivre les appels du Conseil fédéral qui, mercredi, appelait à faire des économies. Guy Parmelin et Simonetta Sommaruga, respectivement ministres de l’Economie et de l’Energie, s’en sont tenus à fixer un objectif de réduction de la demande de gaz de 15% l’hiver prochain, de manière volontaire. La seule façon d’éviter la pénurie, puisque la Suisse est entièrement dépendante du gaz étranger et que la guerre en Ukraine en fait tarir les flux. De plus, sans installations de stockage, la Suisse doit compter sur le partenaire européen pour constituer éventuellement des réserves.""}]"
"1732480733-82","https://www.letemps.ch/profil/laure-lugon-zugravu?page=10","«Jamais avoir pas peur!»","On dirait la peur devenue l’idée directrice de notre société, le ciment de nos rapports sociaux. Nous vivons en perpétuelle alerte, sans hiérarchisation, estime notre chroniqueuse","«Jamais avoir pas peur!»","https://www.letemps.ch/opinions/chroniques/jamais-peur","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 27 août 2022 à 12:00. / Modifié le 10 juin 2023 à 19:03.","[{""texte"":""Retour de vacances, 2022. «Et vous, vous avez profité du soleil?» Diantre, quelle provocation! Voici que la question banale entre toutes, longtemps si pratique pour discourir sans propos ou socialiser sans risque, devient un sujet hautement sensible. Préférons-lui la chronique de l’apocalypse.""},{""texte"":""L’été fut brûlant, l’hiver sera glacial. Après les affres de la canicule, viendra le temps des pénuries, des douches froides, des enseignes éteintes, des soirées à la chandelle où l’on ressassera avec gêne parce qu’avec regret les souvenirs de touffeur estivale, le temps des rues obscures comme à l’époque des couvre-feux et, qui sait, des pillages et des bassesses.""}]"
"1732480736-83","https://www.letemps.ch/profil/laure-lugon-zugravu?page=10","Affaire du bitume arraché à Genève: le message brouillé des socialistes","La section ville de Genève du PS a offert 3000 francs aux associations tenues pour responsables de payer les dégâts provoqués par son attaque au marteau-piqueur. Ce qui crée un certain malaise","Affaire du bitume arraché à Genève: le message brouillé des socialistes","https://www.letemps.ch/suisse/geneve/affaire-bitume-arrache-geneve-message-brouille-socialistes","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 29 août 2022 à 20:30. / Modifié le 10 juin 2023 à 19:05.","[{""texte"":""L’attaque du bitume au marteau-piqueur à Genève voit surgir un protagoniste inattendu: le Parti socialiste de la ville, qui jusqu’ici n’avait rien à faire dans cette histoire. Samedi, la RTS révélait en effet que sa section ville allait aider financièrement les deux associations responsables du dégrappage du bitume aux Pâquis, condamnées à la remise en état du domaine public et à une amende, pas encore fixée. Une partie de l’ardoise, soit 3000 francs sur les près de 4000 francs de remise en état, sera donc acquittée par le PS. Il va de soi que Survap (association des habitants des Pâquis) et Actif-TrafiC, désignés responsables de l’action illicite, ont apprécié les largesses du parti à la rose.""},{""texte"":""Au sein du parti, tous ne sont pas de cet avis. Le président cantonal, Thomas Wenger, ne souhaite pas se prononcer sur une affaire municipale. La députée Caroline Marti, vice-présidente de l’Association transports et environnement (ATE-Genève), estime ne pas être légitime à commenter, en vertu de l’autonomie des sections et du fait que l’ATE n’a pas été partie prenante à l’action. D’autres affichent leur malaise sous le couvert de l’anonymat, comme ce député au Grand Conseil: «Je trouve maladroit qu’on mélange la responsabilité du politique qui doit préserver les biens publics avec un militantisme qui s’attelle à les dégrader. Les associations, dont je comprends l’action, doivent assumer. Stratégiquement, je ne comprends pas que le PS se mette dans cette galère.»""}]"
"1732480739-84","https://www.letemps.ch/profil/laure-lugon-zugravu?page=10","Barbaque à toutes les sauces et en mixité choisie","OPINION. Alors qu’on va bientôt voter à nouveau sur une initiative visant les éleveurs et producteurs de viande, la France s’enflamme autour du barbecue symbole de virilité. Ou comment s’enfoncer dans le ridicule en perdant de vue les vrais enjeux, estime notre chroniqueuse","Barbaque à toutes les sauces et en mixité choisie","https://www.letemps.ch/opinions/chroniques/barbaque-toutes-sauces-mixite-choisie","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 03 septembre 2022 à 10:20. / Modifié le 05 septembre 2022 à 12:36.","[{""texte"":""Les Verts genevois sont d’authentiques précurseurs. Je vous livre cette observation en forme de mea culpa, puisqu’il m’est arrivé plus souvent qu’à mon tour de me gausser de l’une ou l’autre de leurs marottes, carnées notamment. Eux qui avaient créé l’émotion en caressant l’idée d’interdire la viande à leurs élus en public, avant de revenir sur cette décision, se voient dépassés sur leur gauche par les écologistes français, précisément la députée Sandrine Rousseau. Voilà de vrais sujets, autrement plus préoccupants que la guerre en Ukraine ou le pouvoir d’achat.""},{""texte"":""Dans une course effrénée à la déconstruction de notre société polluante et patriarcale, cette élue a réussi à faire la synthèse entre le mâle blanc à abattre et le péché carnivore. «Il faut changer de mentalité pour que manger une entrecôte cuite sur un barbecue ne soit plus un symbole de virilité», a déclaré l’écoféministe, créant une polémique de grande ampleur autour de ce nouveau délire. Je parie que nos Vert·e·s à nous en pâlissent de jalousie, tant cette corrélation était pourtant évidente. Aux temps reculés des hommes des cavernes, les femmes étaient déjà dépossédées de l’art de la grillade, reléguées au fond de la grotte en attendant qu’on invente la cueillette.""}]"
"1732480745-85","https://www.letemps.ch/profil/laure-lugon-zugravu?page=9","A Vessy, le mystère des flots meurtriers de l’Arve","L’enquête sur la noyade de deux personnes dans le canton de Genève s’oriente notamment vers le répulseur électrique à poissons. Un système peu répandu","A Vessy, le mystère des flots meurtriers de l’Arve","https://www.letemps.ch/suisse/geneve/vessy-mystere-flots-meurtriers-larve","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 06 septembre 2022 à 06:41. / Modifié le 06 septembre 2022 à 08:42.","[{""texte"":""Il est des tragédies dont l’explication la plus plausible paraît cependant ahurissante. Et pourtant. Le drame de Vessy à Genève, qui a fait deux morts par noyade, jeudi dernier, semble dû à une déficience électrique du système de répulseur à poissons. Un système conçu pour protéger ces derniers des griffes de la turbine.""},{""texte"":""Les Services industriels genevois (SIG) ne font aucun commentaire puisque l’enquête est en cours, pas plus que le Ministère public genevois. Mais selon nos sources, il semble que cette piste soit sérieuse, confirmant une information de la Tribune de Genève.""}]"
"1732480748-86","https://www.letemps.ch/profil/laure-lugon-zugravu?page=9","La délocalisation des tribus, nouveau jeu de société","CHRONIQUE. Pour éviter le trafic de drogue dans le préau d’une école, les socialistes proposent d’établir des zones de deal. Pour empêcher le bruit à Plainpalais, les Vert·e·s pensent à déplacer les fêtards. Cet ordre chaotico-créatif de la gauche bobo laisse notre chroniqueuse songeuse","La délocalisation des tribus, nouveau jeu de société","https://www.letemps.ch/opinions/chroniques/delocalisation-tribus-nouveau-jeu-societe","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","journaliste","Publié le 10 septembre 2022 à 09:26. / Modifié le 10 juin 2023 à 19:01.","[{""texte"":""A Genève, on ne saurait reprocher aux élus de s’emparer des sujets qui fâchent sans offrir de solutions innovantes et ambitieuses. Ainsi, les socialistes de la ville se sont illustrés en proposant d’établir des zones de trafic de drogue, afin d’empêcher les dealers de crack de vaquer à leurs occupations illégales dans le préau de l’école des Pâquis.""},{""texte"":""N’allez pas croire que le PS veuille donner au deal de rue ses lettres de noblesse, en lui accordant un espace commercial dédié, avec enseigne et imposition à la TVA, non. Il s’agit juste d’interdire certains lieux en fermant les yeux sur d’autres, et éventuellement de définir des horaires durant lesquels pourrait circuler la came. Tant il est vrai qu’il vaut mieux composer avec une activité criminelle que de réprimer sans succès. Je vois d’ici les policiers municipaux distribuant aux trafiquants des petits papillons explicatifs sur cette nouvelle organisation du vivre-ensemble. Le temple des Pâquis, ce me semble, possède quelques bancs et un petit espace vert assez convenable. Mais je m’avance peut-être.""}]"
"1732480751-87","https://www.letemps.ch/profil/laure-lugon-zugravu?page=9","Des Genevois refusent de vivre dans la Cité de Calvin","Des initiatives fleurissent pour défendre l’animation nocturne à Genève. Si la ville tire un bilan positif de la fermeture des terrasses le jeudi soir à minuit, les milieux concernés et des politiques critiquent la mesure","Des Genevois refusent de vivre dans la Cité de Calvin","https://www.letemps.ch/suisse/geneve/genevois-refusent-vivre-cite-calvin","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 12 septembre 2022 à 19:24. / Modifié le 10 juin 2023 à 19:00.","[{""texte"":""Cet été, les bars et restaurants genevois n’ont pas pu étancher la soif des clients comme à l’ordinaire. Ils étaient tenus de proposer au menu la tempérance, la ville ayant décidé depuis juin de faire un sort aux «jeudredis», c’est-à-dire de fermer les terrasses des établissements à minuit le jeudi soir, au lieu des 2h du matin jusqu’alors réglementaires. Après trois mois de régime maigre, avec une canicule en prime encourageant les noctambules, les milieux concernés concluent à l’échec de la sobriété forcée. «C’est vite vu, nous avons fermé le Moulin Rouge le jeudi soir, témoigne Jean-Marc Humberset, patron de cet établissement et du Point Bar Club. Genève devient une ville morte, on y crée un microclimat néfaste, on ne s’y amuse plus.»""},{""texte"":""Après le ratatinement progressif des Fêtes de Genève et le déménagement des forains sur la plaine de Plainpalais, la fermeture anticipée du jeudi a été la goutte d’eau qui a fait déborder le verre. Aussi assiste-t-on à un déluge de lamentations, de prises de position, ainsi que d’initiatives pour défendre l’animation au bout du lac. L’une d’entre elles devrait être concrétisée d’ici quelques jours, a appris Le Temps: il s’agit d’une association regroupant des politiques et des acteurs du monde de la nuit, du commerce local, de la restauration, de l’événementiel. «Face aux défaillances étatiques, il est indispensable que les acteurs privés proposent une vision d’ensemble, estime Bryan Lo Giudice, vice-président du PLR Ville de Genève, un des initiateurs du projet, qui pour l’heure se refusent à dévoiler des noms.""}]"
"1732480754-88","https://www.letemps.ch/profil/laure-lugon-zugravu?page=9","Genève s’abîme une fois de plus dans les déficits","Le gouvernement présente un projet de budget 2023 avec un déficit abyssal et beaucoup de nouveaux engagements. La droite s’indigne, la gauche salue, même si l’indexation des salaires sera réduite","Genève s’abîme une fois de plus dans les déficits","https://www.letemps.ch/suisse/geneve/geneve-sabime-une-plus-deficits","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 15 septembre 2022 à 19:40. / Modifié le 10 juin 2023 à 19:00.","[{""texte"":""On dirait Genève frappé de fatalisme. Jeudi, le gouvernement a de nouveau présenté un projet de budget 2023 déficitaire, comme l’an dernier. Et dans les grandes largeurs: 419,6 millions de francs sur un total de 9,4 milliards, soit 117 millions de plus qu’autorisé par le frein au déficit. Si les revenus sont pourtant très confortables, en progression de 170 millions de francs, le Conseil d’Etat n’a pas considéré comme nécessaire d’y adapter les charges, qui explosent de 353,7 millions de francs, soit 3,7%. Tout en promettant de retrouver le chemin de la croissance en 2024 et de s’en tenir à un déficit conforme aux exigences légales d’ici à 2026, limité à 233 millions de francs.""},{""texte"":""Il apparaît hautement improbable que le Grand Conseil valide le projet les yeux fermés. Or, un deuxième refus consécutif constituerait un cuisant échec pour le gouvernement. A la question de savoir comment elle fait pour défendre un budget de gauche, la ministre des Finances PLR, Nathalie Fontanet, s’anime: «Je ne pratique pas la politique de la chaise vide! J’ai préféré rester dans le bateau pour améliorer les choses autant que faire se peut. Parmi les éléments essentiels: retourner au déficit maximum admissible et éviter d’augmenter les impôts.» Autrement dit, sauver les meubles.""}]"
"1732480774-89","https://www.letemps.ch/profil/laure-lugon-zugravu?page=9","Delémont, le Petit Prince et les péteurs de plombs","OPINION. Dans la capitale jurassienne, des militants ont retiré les fusibles des réverbères dans l’espoir que les autorités montrent l’exemple. Une action cocasse mais révélatrice d’un besoin du retour à l’autoritarisme par peur de l’incertitude, soutient notre chroniqueuse","Delémont, le Petit Prince et les péteurs de plombs","https://www.letemps.ch/opinions/delemont-petit-prince-peteurs-plombs","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 17 septembre 2022 à 08:52. / Modifié le 10 juin 2023 à 19:00.","[{""texte"":""Cette semaine, la lumière est venue en s’éteignant à Delémont. Delémont, théâtre d’une opération clandestine, où des activistes écolos nous ont joué le Petit Prince à l’envers.""},{""texte"":""Souvenez-vous des lignes d’Antoine de Saint-Exupéry, lorsque son attendrissant personnage découvre la minuscule planète occupée uniquement par un réverbère et un allumeur de réverbère, fidèle à la consigne: «Peut-être bien que cet homme est absurde. Cependant il est moins absurde que le roi, que le vaniteux, que le businessman et que le buveur. Au moins son travail a-t-il un sens. Quand il allume son réverbère, c’est comme s’il faisait naître une étoile de plus, ou une fleur. Quand il éteint son réverbère, ça endort la fleur ou l’étoile. C’est une occupation très jolie. C’est véritablement utile puisque c’est joli.»""}]"
"1732480777-90","https://www.letemps.ch/profil/laure-lugon-zugravu?page=9","Le prix du gaz menace les fruits et légumes locaux","A Genève, le plus gros producteur de tomates cerises de Suisse voit sa facture de gaz doubler dès cette semaine. Il doit réduire sa production. Plongée dans les défis d’un secteur éprouvé","Le prix du gaz menace les fruits et légumes locaux","https://www.letemps.ch/suisse/geneve/prix-gaz-menace-fruits-legumes-locaux","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 21 septembre 2022 à 14:35. / Modifié le 10 juin 2023 à 19:02.","[{""texte"":""Ce lundi matin, le soleil d’arrière-été donne aux grappes de tomates cerises, sous l’immense serre, des allures de guirlandes gourmandes. Mais le lendemain, fini l’air de fête, elles seront en péril. C’est ce mardi en effet que le contrat de gaz des Serres des Marais, à Veyrier dans la campagne genevoise, est arrivé à échéance. «Le prix du gaz doublera demain. Nous avons réfléchi à tout arrêter, sans pouvoir nous y résoudre. Finalement, nous avons opté pour raccourcir la période de production d’un mois», expliquent Alexandre Cudet et Patrice Brestaz, les patrons de l’entreprise.""},{""texte"":""Cette exploitation, la plus grande de Suisse pour cette variété (six hectares de tomates cerises en grappes), est aussi la première à tomber dans le tarif régulé du gaz, c’est-à-dire le tarif public. Elle n’a pas le choix: renégocier un contrat lui reviendrait encore plus cher. Les patrons ont donc voulu s’assurer de la part des Services industriels genevois (SIG) la garantie de pouvoir retourner au système contractuel si la situation devait s’améliorer. Mais ils se sont vu, pour l’heure, poser «des conditions extravagantes», c’est-à-dire être bloqués pendant cinq ans au tarif régulé. «Les coûts du tarif public vont nous détruire, à terme. Nous avons bon espoir que les SIG comprendront», préviennent-ils. Pas si sûr. Sollicités, ces derniers font savoir, par leur porte-parole, Christian Bernet: «Pour maîtriser ses coûts et assurer un tarif acceptable, SIG doit disposer d’une bonne prévisibilité dans son approvisionnement en gaz et doit donc pouvoir compter sur un certain engagement de ses clients.»""}]"
"1732480781-91","https://www.letemps.ch/profil/laure-lugon-zugravu?page=9","Ils s'unissent pour refaire danser Genève","Genève, trop triste, trop sobre? Une association voit le jour pour défendre l’animation ainsi que le réaménagement de la Rade et des quais. Une initiative qui réunit des élus de tous les partis et des faîtières économiques","Ils s'unissent pour refaire danser Genève","https://www.letemps.ch/suisse/geneve/sunissent-refaire-danser-geneve","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 22 septembre 2022 à 16:37. / Modifié le 22 septembre 2022 à 18:38.","[{""texte"":""L’animation à Genève est une affaire trop sérieuse pour la laisser en main des magistrats. C’est peu ou prou ce qu’ont dû penser les politiques et les acteurs économiques à l’heure de se mettre ensemble pour créer l’association Projet Genève, annoncée par Le Temps et créée formellement ce jeudi. Fait assez inédit, cette association sans but lucratif rassemble des élus de tous les partis représentés au Grand Conseil, ainsi que la Nouvelle organisation des entrepreneurs (Node) et la Société des cafetiers, restaurateurs et hôteliers de Genève. «Le but était de ratisser aussi large que possible, sans clivage partisan», résument les initiateurs, deux jeunes PLR, Bryan Lo Giudice et Darius Azarpey.""}]"
"1732480783-92","https://www.letemps.ch/profil/laure-lugon-zugravu?page=9","Boire un canon à la fan-zone de Plainpalais, et puis quoi encore!","CHRONIQUE. Dans le sillage des appels au boycott de la Coupe du monde de foot au Qatar, certains élus genevois pointent la fan-zone. Peut-on encore en profiter sans mauvaise conscience? Dialogue de sourds autour des dilemmes moraux, imagine notre chroniqueuse","Boire un canon à la fan-zone de Plainpalais, et puis quoi encore!","https://www.letemps.ch/opinions/chroniques/boire-un-canon-fanzone-plainpalais-puis-quoi","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","journaliste","Publié le 24 septembre 2022 à 08:16. / Modifié le 10 juin 2023 à 18:59.","[{""texte"":""Deux amis se rencontrent fortuitement sur la plaine de Plainpalais à Genève, par temps de bise. Congelés en descendant, qui de son vélo, qui de son scooter, le motocycliste apostrophe l’adepte de la mobilité douce:""},{""texte"":""– Ce froid, c’est rien en comparaison de ce qu’on va vivre en novembre dans la fan-zone durant la Coupe du monde de foot! A moins que tu sois sous la tente VIP, elle sera chauffée.""}]"
"1732480786-93","https://www.letemps.ch/profil/laure-lugon-zugravu?page=9","Röstigraben: les racines de la fracture","Les clivages linguistiques lors des votations sont relativement rares. Pourtant, ils affectent de part et d’autre de la Sarine. Pourquoi, comment? Analyse","Röstigraben: les racines de la fracture","https://www.letemps.ch/suisse/rostigraben-racines-fracture","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 26 septembre 2022 à 19:04. / Modifié le 26 septembre 2022 à 21:08.","[{""texte"":""«La Suisse alémanique sécurise l’AVS», titrait lundi la NZZ, résumant en quelques mots le clivage culturel de la votation sur la retraite des femmes à 65 ans. Ce titre dit aussi en creux le sentiment alémanique vis-à-vis des «Neinsager» romands. Un genre de «à cause de vous, on l’a échappé belle». Avec une acceptation de la réforme d’AVS 21 par les poils, on se retrouve avec une Suisse divisée selon le traditionnel Röstigraben.""},{""texte"":""Traditionnel, vraiment? A y regarder de plus près, les chiffres sont contre-intuitifs. Depuis 1848, soit 663 scrutins, il n’est arrivé que cinq fois qu’une Romandie unifiée (cinq cantons jusqu’en 1978, six avec le Jura depuis) soit opposée à une Suisse alémanique unifiée (19 cantons, dont Berne et les Grisons). Ce qui représente seulement 0,75% des votations. C’est ce qu’on apprend dans un livre qui vient de sortir, La Démocratie directe en Suisse, un ouvrage de Hans-Peter Schaub et Marc Bühlmann, avec la base de données Swissvotes et la plateforme Année politique Suisse à l’Université de Berne. «Il faut donc tempérer ce ressenti, estime Marc Bühlmann. Car on observe aussi des communes alémaniques qui refusent la réforme de l’AVS et des romandes qui l’acceptent. La langue ne fait pas tout.» Il constate aussi que dans les communes proches de la frontière linguistique, les votes sont moins tranchés qu’ailleurs, «ce qui est un signe qu’on discute ensemble».""}]"
"1732480789-94","https://www.letemps.ch/profil/laure-lugon-zugravu?page=9","Université de Genève: Carl Vogt victime de la «cancel culture»?","L’alma mater a débaptisé un bâtiment portant le nom du naturaliste du XIXe siècle, pour cause de racisme et de sexisme. Le recteur, Yves Flückiger, se défend d’avoir cédé à la pression","Université de Genève: Carl Vogt victime de la «cancel culture»?","https://www.letemps.ch/suisse/geneve/universite-geneve-carl-vogt-victime-cancel-culture","[{""auteur"":""""},{""auteur"":""Laure Lugon Zugravu""}]","","Publié le 30 septembre 2022 à 18:47. / Modifié le 10 juin 2023 à 18:59.","[{""texte"":""Exit Carl Vogt. Le nom du bâtiment universitaire genevois sera changé, par décision du rectorat. A l’entrée, on lira désormais le sobre «Université de Genève», avant qu’un nouveau nom n’émerge au terme d’un processus global et participatif qui aura pour mission de trouver une personne exempte de tout soupçon.""},{""texte"":""Ce n’était plus le cas d’August Christoph Carl Vogt, accusé de racisme et de sexisme. Et notamment à la suite d’un rapport sur les figurations historiques de l’université dans l’espace public, lequel avait recommandé de gommer ce nom au frontispice du bâtiment. Après consultation des instances de l’université, voilà qui est chose faite. Le rectorat n’a pas clamé ce changement sur les toits, puisqu’il n’a communiqué que dans le Journal de l’Unige, repris jeudi par Radio Lac et la Tribune de Genève.""}]"
